City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
272,satsuma,30.8532,-88.0561,16.23,98,100,0.55,US,1733406452
273,inhambane,-23.865,35.3833,30.99,66,0,8.94,MZ,1733406731
274,el porvenir,13.7617,-87.3458,23.65,70,65,2.46,HN,1733406732
275,kushiro,42.975,144.3747,-0.47,55,19,4.12,JP,1733406733
276,kirensk,57.7853,108.1119,-24.98,100,75,1.06,RU,1733406734
277,flying fish cove,-10.4217,105.6791,24.82,94,100,4.63,CX,1733406735
278,el matama,16.7095,33.3565,29.7,28,32,4.59,SD,1733406737
279,byron bay,-28.65,153.6167,21.6,89,2,1.92,AU,1733406738
280,longmen,24.9597,118.0889,15.03,95,0,1.0,CN,1733406739
281,sitka,57.0531,-135.33,8.94,87,100,5.14,US,1733406740
282,alotau,-10.3069,150.4462,25.22,95,100,0.54,PG,1733406741
283,bikenibeu village,1.3673,173.1241,27.98,78,20,6.69,KI,1733406742
284,salekhard,66.53,66.6019,-14.27,85,3,4.97,RU,1733406743
285,mogadishu,2.0371,45.3438,28.93,74,20,7.2,SO,1733406647
286,le vauclin,14.5452,-60.8388,26.99,75,60,7.92,MQ,1733406746
287,nikolayevsk-on-amure,53.1406,140.73,-20.53,97,100,4.28,RU,1733406747
288,kuje,8.8796,7.2272,35.05,17,3,1.99,NG,1733406748
289,babayevo,59.3936,35.9371,-7.46,97,49,1.77,RU,1733406749
290,balaka,-14.9793,34.9558,28.85,50,88,1.44,MW,1733406750
291,la ceiba,15.7597,-86.7822,21.9,94,100,1.03,HN,1733406601
292,carnarvon,-24.8667,113.6333,21.91,70,0,13.28,AU,1733406753
293,midvagur,62.0511,-7.1939,7.46,87,100,12.35,FO,1733406754
294,uludere,37.445,42.8617,3.02,61,9,0.63,TR,1733406755
295,san agustin de valle fertil,-30.6335,-67.4682,27.16,28,0,2.25,AR,1733406756
296,smithers,54.7804,-127.1743,1.18,100,100,1.03,CA,1733406757
297,ash shafa,21.0694,40.3119,15.75,53,10,3.01,SA,1733406760
298,hadibu,12.65,54.0333,25.72,73,23,6.98,YE,1733406761
299,khandud,36.9513,72.318,-14.42,59,0,1.02,AF,1733406762
300,christchurch,-43.5333,172.6333,11.11,87,2,2.57,NZ,1733406208
301,badger,64.8,-147.5333,-12.86,85,75,0.0,US,1733406764
302,pacific grove,36.6177,-121.9166,11.35,83,0,1.54,US,1733406765
303,ataq,14.5377,46.8319,25.47,15,0,4.71,YE,1733406767
304,beroroha,-21.6667,45.1667,32.31,46,94,4.86,MG,1733406768
305,talara,-4.5772,-81.2719,22.08,73,62,4.89,PE,1733406769
306,atar,20.5169,-13.0499,29.83,11,100,10.24,MR,1733406770
307,taos,36.4072,-105.5731,-1.12,69,20,2.25,US,1733406771
308,mount gambier,-37.8333,140.7667,16.72,70,40,1.7,AU,1733406772
309,porto seguro,-16.4497,-39.0647,28.29,69,40,7.72,BR,1733406642
310,dampit,-8.2116,112.7493,22.73,96,74,1.17,ID,1733406774
311,pisco,-13.7,-76.2167,20.03,83,20,3.09,PE,1733406776
312,gantiadi,43.3811,40.0794,10.09,57,100,3.0,GE,1733406777
313,yatou,37.15,122.3833,1.95,69,7,3.12,CN,1733406778
314,coihueco,-36.6167,-71.8333,17.41,45,4,3.01,CL,1733406537
315,mili,6.0815,171.735,28.34,81,36,9.3,MH,1733406780
316,prosser,46.2068,-119.7689,0.18,85,0,1.21,US,1733406782
317,toba,34.4833,136.85,10.22,59,5,8.27,JP,1733406783
318,acarau,-2.8856,-40.12,28.68,61,100,6.77,BR,1733406613
319,daru,-9.0763,143.2092,28.7,80,100,5.47,PG,1733406785
320,mpika,-11.8343,31.4529,23.45,57,98,1.31,ZM,1733406786
321,urzhar,47.093,81.6294,-5.04,74,3,3.0,KZ,1733406787
322,namanga,-2.5433,36.7905,26.65,39,84,4.42,KE,1733406789
323,mazagao,-0.115,-51.2894,23.69,95,100,2.29,BR,1733406790
324,saminaka,10.414,8.6828,31.18,14,5,2.02,NG,1733406791
325,timimoun,29.2639,0.231,20.97,20,0,8.67,DZ,1733406792
326,kayangel,8.0823,134.7173,28.9,78,83,4.8,PW,1733406793
327,whitehorse,60.7161,-135.0538,3.94,93,75,9.77,CA,1733406797
328,cooper's town,26.8667,-77.5167,19.89,62,100,1.65,BS,1733406798
329,malango,-2.9627,119.9001,20.09,95,100,0.71,ID,1733406799
330,juneau,58.3019,-134.4197,8.0,97,100,5.14,US,1733406800
331,bairnsdale,-37.8333,147.6167,18.36,69,15,2.19,AU,1733406802
332,lata,40.1629,-8.3327,16.43,66,87,2.21,PT,1733406803
333,invercargill,-46.4,168.35,11.68,84,44,5.81,NZ,1733406804
334,karratha,-20.7377,116.8463,28.51,63,3,5.54,AU,1733406805
335,luderitz,-26.6481,15.1594,21.75,61,18,8.61,NA,1733406806
336,zhaogezhuang,39.7667,118.4,0.22,27,0,4.15,CN,1733406807
337,kimbe,-5.5502,150.1429,25.34,93,100,1.6,PG,1733406808
338,krasnokamensk,50.0979,118.0369,-17.43,94,100,1.74,RU,1733406810
339,mejit,10.2753,170.8646,27.76,83,32,10.7,MH,1733406811
340,ventspils,57.3894,21.5606,1.96,100,100,3.6,LV,1733406812
341,padangsidempuan,1.3667,99.2667,22.25,94,100,1.31,ID,1733406813
342,hobyo,5.3505,48.5268,27.56,63,0,8.62,SO,1733406814
343,celestun,20.8667,-90.4,19.67,75,31,3.39,MX,1733406815
344,minas de marcona,-15.2119,-75.1103,18.03,72,56,5.79,PE,1733406817
345,maun,-19.9833,23.4167,40.31,8,35,1.38,BW,1733406818
346,sorong,-0.8833,131.25,27.51,82,100,2.69,ID,1733406819
347,breckenridge,32.7557,-98.9023,5.11,100,0,0.0,US,1733406820
348,punta del este,-34.9667,-54.95,27.06,54,0,5.14,UY,1733406821
349,antsohihy,-14.8796,47.9875,30.57,55,37,3.34,MG,1733406822
350,ugoofaaru,5.6667,73.0,27.51,71,63,2.75,MV,1733406823
351,tura,25.5198,90.2201,15.86,66,0,1.62,IN,1733406824
352,rice lake,45.5061,-91.7382,-7.82,63,100,5.66,US,1733406826
353,pekan,3.4836,103.3996,24.81,92,100,0.59,MY,1733406827
354,saint-francois,46.4154,3.9054,6.47,72,0,3.6,FR,1733406828
355,bukama,-9.2,25.85,24.6,84,78,1.41,CD,1733406829
356,jinghong,21.991,100.7341,18.78,96,6,1.04,CN,1733406830
357,muravlenko,63.7898,74.523,-5.13,95,100,7.57,RU,1733406831
358,westport,41.1415,-73.3579,2.96,89,100,3.13,US,1733406833
359,vila velha,-20.3297,-40.2925,28.86,72,40,6.69,BR,1733406664
360,ancud,-41.8697,-73.8203,10.56,94,100,2.13,CL,1733406835
361,chernyshevskiy,63.0128,112.4714,-17.45,95,100,3.94,RU,1733406836
362,rehoboth,-23.3167,17.0833,34.2,9,34,10.73,NA,1733406837
363,funadhoo,6.15,73.2667,27.41,67,100,2.06,MV,1733406838
364,chizhou,30.6578,117.4831,8.52,78,97,1.36,CN,1733406839
365,nantou,23.8342,120.927,14.98,71,0,2.69,TW,1733406840
366,tafas,32.7356,36.0669,18.05,33,0,1.25,SY,1733406842
367,boca do acre,-8.7522,-67.3978,30.88,57,100,1.87,BR,1733406843
368,carauari,-4.8828,-66.8958,26.62,91,100,1.36,BR,1733406844
369,darwin,-12.4611,130.8418,28.27,84,75,0.51,AU,1733406685
370,broome,42.2506,-75.833,0.51,87,100,4.63,US,1733406847
371,constantia,44.1833,28.65,3.38,81,100,5.62,RO,1733406848
372,sogndal,61.2283,7.1003,5.21,60,75,4.12,NO,1733406850
373,pangoa,-12.1167,-73.0,22.05,97,100,0.95,PE,1733406851
374,ust'-ilimsk,58.0006,102.6619,-10.74,96,98,2.29,RU,1733406852
375,pandan,14.0453,124.1694,26.87,81,82,4.13,PH,1733406854
376,castillos,-34.1667,-53.8333,25.43,38,0,3.13,UY,1733406855
377,gunjur,13.2019,-16.7339,28.04,24,100,8.23,GM,1733406856
378,yarkovo,57.4028,67.0786,-3.42,87,100,4.04,RU,1733406858
379,bataipora,-22.2953,-53.2711,26.32,71,81,4.08,BR,1733406859
380,huarmey,-10.0681,-78.1522,20.63,84,85,2.75,PE,1733406860
381,middelburg,-25.7751,29.4648,30.29,20,94,2.42,ZA,1733406861
382,yei,4.095,30.6779,31.0,31,55,2.17,SS,1733406862
383,chibougamau,49.9168,-74.3659,-6.21,93,100,3.09,CA,1733406863
384,perelyub,51.8667,50.3667,-2.6,73,83,4.51,RU,1733406864
385,dera bugti,29.0307,69.151,18.81,16,0,3.4,PK,1733406866
386,long,18.0761,99.8326,24.04,82,100,1.33,TH,1733406867
387,kismayo,-0.3582,42.5454,27.81,72,3,7.61,SO,1733406868
388,banda aceh,5.5577,95.3222,25.96,84,100,1.31,ID,1733406869
389,belyy yar,53.6039,91.3903,-4.06,80,0,3.0,RU,1733406870
390,hajnowka,52.7433,23.5812,1.68,92,100,0.89,PL,1733406872
391,palikir - national government center,6.9248,158.1611,27.41,83,100,2.57,FM,1733406874
392,fuqing,25.725,119.3794,16.04,89,83,3.79,CN,1733406875
393,hotan,37.0997,79.9269,1.24,36,0,2.39,CN,1733406876
394,rocky mountain house,52.3668,-114.9188,-9.94,85,55,1.03,CA,1733406877
395,codrington,-38.2667,141.9667,17.84,66,6,1.02,AU,1733406878
396,kungur,57.4368,56.9593,-5.6,86,91,6.36,RU,1733406879
397,lukolela,-1.0605,17.1821,30.19,48,66,1.16,CD,1733406880
398,sungai penuh,-2.0833,101.3833,17.65,92,100,1.24,ID,1733406882
399,ketchikan,55.3422,-131.6461,8.76,93,100,7.72,US,1733406883
400,kruisfontein,-34.0033,24.7314,21.15,60,99,8.43,ZA,1733406884
401,enewetak,11.3474,162.3373,28.79,81,24,10.37,MH,1733406885
402,massaguet,12.4755,15.4365,32.13,12,32,2.49,TD,1733406886
403,pedra,-8.4969,-36.9408,31.79,27,8,3.55,BR,1733406887
404,dailekh,28.8333,81.6667,11.89,56,0,2.32,NP,1733406888
405,loharu,28.45,75.8167,17.79,27,0,2.6,IN,1733406889
406,salamanca,40.8333,-6.0,14.37,63,100,4.28,ES,1733406891
407,kilju,40.9642,129.3278,-1.99,43,18,1.4,KP,1733406892
408,strezhevoy,60.7333,77.5889,-3.26,93,100,5.41,RU,1733406893
409,umm kaddadah,13.6017,26.6876,28.65,12,5,4.39,SD,1733406894
410,kolonia town,6.964,158.206,28.0,83,100,2.57,FM,1733406895
411,cabo san lucas,22.8909,-109.9124,20.17,39,20,2.57,MX,1733406896
412,san patricio,28.017,-97.5169,17.97,92,97,3.38,US,1733406897
413,angarsk,52.5367,103.8864,-5.93,95,100,3.39,RU,1733406899
414,al qusayr,34.5091,36.5798,14.14,51,0,2.62,SY,1733406900
415,camlachie,43.036,-82.1616,-5.01,82,100,7.72,CA,1733406901
416,pitimbu,-7.4706,-34.8086,27.58,62,100,4.35,BR,1733406902
417,puerto deseado,-47.7503,-65.8938,8.72,49,84,6.43,AR,1733406829
418,lascano,-33.6667,-54.2,24.8,42,0,3.01,UY,1733406904
419,manfalut,27.3104,30.97,22.14,32,0,3.83,EG,1733406905
420,scarborough,54.2797,-0.4044,9.95,59,99,4.92,GB,1733406907
421,verkhnevilyuysk,63.4453,120.3167,-20.58,94,91,3.51,RU,1733406908
422,mulayjah,27.271,48.4242,22.69,42,20,5.14,SA,1733406909
423,acajutla,13.5928,-89.8275,26.02,62,49,3.26,SV,1733406910
424,harper,4.375,-7.7169,28.94,66,44,3.68,LR,1733406911
425,saynshand,44.8824,110.1163,-7.57,57,55,3.67,MN,1733406912
426,riolandia,-19.9808,-49.6819,27.91,67,100,4.97,BR,1733406913
427,beitbridge,-22.2167,30.0,41.29,11,0,1.95,ZW,1733406914
428,maba,24.6841,113.5984,16.36,66,78,1.68,CN,1733406916
429,namsos,64.4662,11.4957,0.95,64,0,6.17,NO,1733406917
430,portage la prairie,49.9728,-98.2926,-19.95,77,40,1.54,CA,1733406918
431,dossor,47.5272,52.9811,-0.83,63,5,2.3,KZ,1733406919
432,tralee,52.2704,-9.7026,12.14,87,75,4.12,IE,1733406920
433,pangody,65.85,74.4859,-8.75,94,100,8.71,RU,1733406921
434,rusape,-18.5278,32.1284,31.36,18,93,4.58,ZW,1733406922
435,veinticinco de mayo,-35.4323,-60.1727,27.83,34,2,5.95,AR,1733406925
436,la passe,45.5549,-0.8967,12.42,96,100,6.18,FR,1733406926
437,paracuru,-3.41,-39.0306,29.4,62,81,5.48,BR,1733406927
438,felege neway,6.3,36.8833,26.72,39,6,0.52,ET,1733406928
439,caglayancerit,37.7496,37.2962,6.31,82,100,1.98,TR,1733406931
440,chikwawa,-16.0335,34.8009,36.17,30,75,4.49,MW,1733406932
441,northam,51.0333,-4.2167,13.14,91,100,12.04,GB,1733406933
442,villa gesell,-37.2639,-56.973,22.48,54,79,5.87,AR,1733406934
443,rochefort,45.9167,-1.0,11.59,96,100,3.58,FR,1733406935
444,sol'-iletsk,51.1631,54.9918,-4.34,90,98,2.34,RU,1733406936
445,waingapu,-9.6567,120.2641,26.73,85,100,1.62,ID,1733406938
446,kavaratti,10.5669,72.642,27.75,73,31,2.23,IN,1733406939
447,fale old settlement,-9.3852,-171.2468,28.73,66,100,5.83,TK,1733406940
448,itaituba,-4.2761,-55.9836,25.09,100,100,1.03,BR,1733406877
449,jonava,55.0833,24.2833,0.03,93,100,4.12,LT,1733406943
450,inarajan village,13.2736,144.7484,28.54,89,91,6.34,GU,1733406944
451,el calafate,-50.3408,-72.2768,6.04,69,98,0.72,AR,1733406683
452,coquimbo,-29.9533,-71.3436,16.85,67,20,3.09,CL,1733406796
453,rasskazovo,52.6714,41.9033,-6.48,83,76,3.67,RU,1733406948
454,mancio lima,-7.6142,-72.8958,25.04,94,100,1.54,BR,1733406949
455,kabul,34.5,69.4167,5.76,25,0,2.35,AF,1733406900
456,kenai,60.5544,-151.2583,1.75,99,100,1.54,US,1733406951
457,naze,28.3667,129.4833,15.51,66,82,5.13,JP,1733406952
458,ashland,40.8167,-82.2665,-6.66,95,98,9.55,US,1733406954
459,greenville,35.6127,-77.3663,11.18,49,0,4.63,US,1733406892
460,kangding,30.0513,101.9603,2.25,90,100,1.54,CN,1733406956
461,coxim,-18.5067,-54.76,27.19,80,100,1.46,BR,1733406957
462,fort st. john,56.2499,-120.8529,-5.06,93,40,3.09,CA,1733406929
463,bushehr,28.9684,50.8385,22.05,56,4,5.14,IR,1733406898
464,manta,-0.95,-80.7333,23.88,78,40,3.07,EC,1733406899
465,kuala terengganu,5.3302,103.1408,26.97,89,20,1.54,MY,1733406962
466,sena madureira,-9.0656,-68.6569,23.34,97,100,0.89,BR,1733406839
467,tibiri,13.5627,7.0485,30.19,19,0,6.17,NE,1733406964
468,brookings,44.3114,-96.7984,-17.75,84,0,3.09,US,1733406901
469,zaozersk,69.4005,32.4476,-4.89,81,71,13.49,RU,1733406966
470,rio gallegos,-51.6226,-69.2181,5.03,81,100,6.69,AR,1733406967
471,al mutayrifi,25.4788,49.5576,28.19,37,3,2.08,SA,1733406968
472,semporna,4.4818,118.6112,26.52,87,98,3.54,MY,1733406969
473,sabang,5.8933,95.3214,27.19,80,100,5.11,ID,1733406971
474,alta,69.9689,23.2717,-8.41,67,0,5.14,NO,1733406972
475,kandi,11.1342,2.9386,33.24,8,77,3.15,BJ,1733406973
476,fraserburgh,57.6874,-2.0184,7.91,76,56,3.89,GB,1733406974
477,petrozavodsk,61.7849,34.3469,-13.3,92,0,0.0,RU,1733406975
478,coahuayana de hidalgo,18.7,-103.6583,23.02,63,10,1.25,MX,1733406976
479,pundong,-7.9522,110.3486,26.29,85,100,0.98,ID,1733406977
480,salinopolis,-0.6136,-47.3561,29.81,67,90,6.06,BR,1733406979
481,pimentel,-6.8367,-79.9342,18.16,88,75,5.14,PE,1733406836
482,howard springs,-12.497,131.047,28.23,88,100,1.49,AU,1733406981
483,klamath falls,42.2249,-121.7817,0.48,85,0,0.45,US,1733406941
484,lethem,3.3803,-59.7968,30.99,49,30,6.94,GY,1733406983
485,iwanai,42.9744,140.5089,-1.47,72,99,5.58,JP,1733406984
486,kiruna,67.8557,20.2251,-12.49,85,20,8.75,SE,1733406985
487,khorixas,-20.3667,14.9667,34.28,13,0,9.12,NA,1733406906
488,i-n-salah,27.1935,2.4607,21.89,29,1,8.53,DZ,1733406988
489,laem sing,12.4816,102.0738,27.69,74,92,0.95,TH,1733406989
490,toliara,-23.35,43.6667,28.48,69,18,3.56,MG,1733406967
491,saldanha,-33.0117,17.9442,23.03,69,98,6.73,ZA,1733406957
492,happy valley-goose bay,53.3168,-60.3315,-17.83,78,75,2.57,CA,1733406992
493,maasin,10.1336,124.8447,26.03,82,78,2.17,PH,1733406994
494,port blair,11.6667,92.75,28.02,78,40,2.06,IN,1733406996
495,sompeta,18.9333,84.6,24.19,72,100,0.43,IN,1733406997
496,prado,-17.3411,-39.2208,28.12,59,52,5.79,BR,1733406998
497,mormugao,15.4,73.8,28.59,74,40,1.03,IN,1733406999
498,copiapo,-27.3667,-70.3333,21.13,35,100,2.67,CL,1733406776
499,guatire,10.4762,-66.5427,25.74,71,91,2.32,VE,1733406801
500,camarinas,43.1311,-9.1817,16.15,91,99,7.47,ES,1733407002
501,saint-pierre,-21.3393,55.4781,27.82,65,0,4.63,RE,1733407004
502,nova vicosa,-17.8919,-39.3719,29.82,50,59,6.35,BR,1733407005
503,inari,68.906,27.0288,-6.9,86,77,5.86,FI,1733407006
504,kuressaare,58.2481,22.5039,2.75,97,100,8.23,EE,1733406996
505,la paz,-16.5,-68.15,15.88,63,75,2.57,BO,1733406294
506,medina,24.4686,39.6142,29.24,28,0,4.12,SA,1733407009
507,mermoz boabab,14.7065,-17.4758,28.88,26,0,4.12,SN,1733407010
508,peniche,39.3558,-9.3811,17.89,88,99,4.14,PT,1733407013
509,baihe,22.15,107.2333,22.08,60,100,0.37,CN,1733407014
510,tianfu,37.1936,122.0511,2.63,67,12,2.92,CN,1733407015
511,mont-laurier,46.5501,-75.4993,-2.07,92,100,2.07,CA,1733407016
512,chonchi,-42.6128,-73.8092,12.29,90,93,0.63,CL,1733407017
513,aktau,43.65,51.2,1.32,65,55,3.76,KZ,1733407018
514,ciudad lazaro cardenas,17.9583,-102.2,23.39,74,8,1.83,MX,1733407019
515,ballina,-28.8667,153.5667,22.43,85,0,2.57,AU,1733407021
516,shingu,33.7333,135.9833,7.98,76,1,3.71,JP,1733407022
517,albertina,-22.2008,-46.6158,20.18,92,100,1.65,BR,1733407023
518,manturovo,58.3353,44.7619,-6.49,97,6,1.21,RU,1733407024
519,creel,27.75,-107.6333,2.8,42,100,1.58,MX,1733407025
520,tobelo,1.7284,128.0095,27.06,82,100,1.36,ID,1733407026
521,hays,30.0502,-98.0336,12.93,92,100,0.89,US,1733407028
522,misawa,40.6836,141.3597,1.42,79,30,2.56,JP,1733407029
523,colonia,50.9333,6.95,5.54,91,75,6.17,DE,1733407003
524,tazacorte,28.629,-17.9293,22.3,66,40,8.49,ES,1733407031
525,kolwezi,-10.7148,25.4667,23.69,62,29,2.32,CD,1733407032
526,las lomitas,-24.7096,-60.593,30.88,38,74,3.99,AR,1733407033
527,burang,30.25,81.1667,-4.66,36,0,3.12,CN,1733407034
528,svetlyy,54.675,20.1347,3.36,75,15,3.72,RU,1733407035
529,taoudenni,22.6783,-3.9836,26.96,14,82,9.66,ML,1733407037
530,phang nga,8.4509,98.5298,23.67,95,100,1.75,TH,1733407038
531,glendive,47.1053,-104.7125,-9.21,67,0,1.54,US,1733407039
532,primero de mayo,-32.2552,-58.4228,27.68,32,0,5.35,AR,1733407004
533,yanchep,-31.55,115.6833,19.08,72,0,6.98,AU,1733407041
534,grand falls-windsor,48.9332,-55.6649,-4.16,81,99,1.03,CA,1733407042
535,trevelin,-43.0858,-71.4639,9.04,87,100,1.85,AR,1733407043
536,revelstoke,50.9832,-118.2023,0.01,100,100,1.54,CA,1733407044
537,manicore,-5.8092,-61.3003,27.95,70,100,1.16,BR,1733407046
538,saint-joseph,-21.3667,55.6167,27.21,77,45,4.12,RE,1733406906
539,kill devil hills,36.0307,-75.676,11.66,49,0,9.77,US,1733407048
540,tomatlan,19.9333,-105.25,18.36,46,38,1.45,MX,1733407049
541,neiafu,-18.65,-173.9833,25.38,94,100,4.12,TO,1733407050
542,haenam,34.5711,126.5989,8.8,56,5,6.59,KR,1733407051
543,north bend,43.4065,-124.2243,5.95,100,100,3.6,US,1733407052
544,sant celoni,41.6833,2.4833,15.54,63,100,2.44,ES,1733407053
